entity_id,email,full_name,gender,birth_year,age_group,occupation,province,nationality,loyalty_tier,group_id,website_id,store_id,created_at,updated_at,is_active
177,customer177@example.com,Vũ Tuấn,Nam,1960,60+,Luật sư,Hà Nội,Việt Nam,Silver,4,1,6,2015-09-05,2024-09-24,1
178,customer178@example.com,Nguyễn Lan,Nữ,1991,30-39,Nhà đầu tư,Hà Nội,Việt Nam,Silver,3,1,1,2020-08-19,2024-12-15,1
179,customer179@example.com,Trần Thành,Nam,1966,50-59,Bác sĩ,Hà Nội,Việt Nam,Silver,3,1,5,2019-06-14,2023-03-22,1
180,customer180@example.com,Đỗ Linh,Nữ,1989,30-39,Luật sư,Hà Nội,Việt Nam,Silver,1,1,2,2019-07-19,2024-01-24,1
181,customer181@example.com,Hồ Lan,Nữ,1963,60+,Bác sĩ,Hà Nội,Việt Nam,Gold,3,1,10,2016-01-26,2024-06-24,1
182,customer182@example.com,Ngô Trung,Nam,1973,50-59,Người nổi tiếng,Hà Nội,Expat,Platinum,3,1,9,2021-04-27,2024-11-04,0
183,customer183@example.com,Phạm Phương,Nữ,1961,60+,Bác sĩ,Đà Nẵng,Việt Nam,Gold,1,1,5,2016-10-27,2024-07-31,1
184,customer184@example.com,Phan Hằng,Nữ,1994,30-39,Bác sĩ,Hải Phòng,Việt Nam,Silver,3,1,1,2016-02-05,2024-03-23,1
185,customer185@example.com,Đỗ Việt,Nam,1981,40-49,Nhà đầu tư,Khánh Hòa,Việt Nam,Gold,4,1,8,2017-07-23,2023-12-31,1
186,customer186@example.com,Lê Ánh,Nữ,1987,30-39,Nhà đầu tư,Hà Nội,Việt Nam,Platinum,1,1,2,2018-01-02,2023-06-07,1
187,customer187@example.com,Phan Hải,Nam,1984,40-49,Giám đốc,Hà Nội,Expat,Gold,3,1,2,2016-06-26,2023-03-31,1
188,customer188@example.com,Bùi Yến,Nữ,1995,25-29,Nhà đầu tư,Hà Nội,Việt Nam,Gold,3,1,7,2015-02-20,2023-10-26,1
189,customer189@example.com,Phạm Trung,Nam,1995,25-29,Bác sĩ,TP HCM,Việt Nam,Silver,3,1,8,2016-08-20,2023-03-06,1
190,customer190@example.com,Hoàng Thu,Nữ,1986,30-39,Giám đốc,TP HCM,Expat,Platinum,4,1,10,2021-11-30,2023-07-20,1
191,customer191@example.com,Nguyễn Quang,Nam,1979,40-49,Chuyên gia tài chính,Bình Dương,Việt Nam,Platinum,4,1,6,2019-10-30,2024-10-28,1
192,customer192@example.com,Phan Trung,Nam,1979,40-49,Luật sư,TP HCM,Việt Nam,Gold,3,1,5,2023-03-30,2024-12-12,1
193,customer193@example.com,Vũ Long,Nam,1980,40-49,Nhà đầu tư,TP HCM,Expat,Silver,2,1,9,2015-04-21,2024-04-17,1
194,customer194@example.com,Dương Long,Nam,1988,30-39,Giám đốc,Hải Phòng,Việt Nam,Gold,4,1,3,2022-02-07,2023-11-07,1
195,customer195@example.com,Dương Quang,Nam,1987,30-39,Giám đốc,TP HCM,Việt Nam,Gold,4,1,9,2015-05-31,2024-01-04,1
196,customer196@example.com,Dương Đức,Nam,1966,50-59,Chuyên gia tài chính,Hà Nội,Việt Nam,Gold,4,1,6,2019-10-30,2023-04-19,0
197,customer197@example.com,Bùi Trang,Nữ,1974,50-59,Luật sư,TP HCM,Việt Nam,Platinum,2,1,6,2015-04-11,2024-05-09,1
198,customer198@example.com,Trần Hà,Nữ,1965,50-59,Bác sĩ,TP HCM,Việt Nam,Platinum,4,1,6,2020-05-04,2023-04-10,1
199,customer199@example.com,Trần Thảo,Nữ,1980,40-49,Doanh nhân,Hải Phòng,Việt Nam,Platinum,1,1,3,2023-04-22,2023-09-07,1
200,customer200@example.com,Bùi Quang,Nam,1981,40-49,Người nổi tiếng,Hà Nội,Việt Nam,Silver,4,1,7,2015-04-30,2024-09-20,1
201,customer201@example.com,Vũ Hằng,Nữ,1997,25-29,Doanh nhân,Đà Nẵng,Việt Nam,Platinum,1,1,10,2016-02-21,2024-07-03,1
202,customer202@example.com,Đặng Hoa,Nữ,1972,50-59,Kiến trúc sư,TP HCM,Việt Nam,Diamond,3,1,10,2019-05-11,2024-09-17,1
203,customer203@example.com,Phan Bình,Nam,1982,40-49,Bác sĩ,Hải Phòng,Việt Nam,Silver,1,1,3,2018-07-06,2023-05-01,1
204,customer204@example.com,Phan Khánh,Nam,1971,50-59,Bác sĩ,TP HCM,Việt Nam,Silver,4,1,7,2017-01-30,2024-05-13,1
205,customer205@example.com,Lê Bình,Nam,1995,25-29,Kiến trúc sư,Hà Nội,Việt Nam,Gold,1,1,6,2015-02-09,2024-05-11,1
206,customer206@example.com,Bùi Ánh,Nữ,1995,25-29,Người nổi tiếng,TP HCM,Việt Nam,Platinum,4,1,8,2016-11-16,2023-03-26,1
207,customer207@example.com,Nguyễn Long,Nam,1978,40-49,Luật sư,TP HCM,Việt Nam,Gold,4,1,9,2020-09-23,2023-04-26,1
208,customer208@example.com,Phan Yến,Nữ,1994,30-39,Doanh nhân,Đà Nẵng,Việt Nam,Silver,4,1,2,2023-04-03,2024-10-31,1
209,customer209@example.com,Đặng Thảo,Nữ,1962,60+,Chuyên gia tài chính,Bình Dương,Việt Nam,Platinum,1,1,4,2017-05-09,2024-08-25,1
210,customer210@example.com,Đỗ Mai,Nữ,1970,50-59,Luật sư,Hải Phòng,Việt Nam,Gold,3,1,10,2021-01-15,2023-06-22,1
211,customer211@example.com,Đỗ Thảo,Nữ,1978,40-49,Giám đốc,Hà Nội,Việt Nam,Gold,1,1,5,2022-05-10,2023-05-10,1
212,customer212@example.com,Lê Khánh,Nam,1975,40-49,Chuyên gia tài chính,Hải Phòng,Việt Nam,Platinum,4,1,3,2021-06-23,2024-10-09,1
213,customer213@example.com,Đặng Hoa,Nữ,1984,40-49,Giám đốc,TP HCM,Việt Nam,Platinum,3,1,8,2020-06-22,2023-12-02,1
214,customer214@example.com,Hồ Anh,Nam,1989,30-39,Chuyên gia tài chính,Bình Dương,Việt Nam,Gold,4,1,4,2020-07-19,2023-10-02,1
215,customer215@example.com,Bùi Phương,Nữ,1981,40-49,Bác sĩ,TP HCM,Việt Nam,Silver,1,1,1,2016-02-12,2024-10-03,1
216,customer216@example.com,Trần Hà,Nữ,1961,60+,Bác sĩ,TP HCM,Việt Nam,Diamond,2,1,3,2022-04-16,2023-11-06,1
217,customer217@example.com,Hồ Nga,Nữ,1965,50-59,Kiến trúc sư,Hà Nội,Việt Nam,Gold,1,1,7,2022-01-06,2023-11-09,1
218,customer218@example.com,Hồ Hùng,Nam,1987,30-39,Giám đốc,Hà Nội,Việt Nam,Silver,2,1,9,2022-08-17,2024-03-31,0
219,customer219@example.com,Vũ Trang,Nữ,1967,50-59,Bác sĩ,TP HCM,Việt Nam,Silver,1,1,2,2018-07-07,2024-01-12,1
220,customer220@example.com,Dương Việt,Nam,1984,40-49,Bác sĩ,TP HCM,Việt Nam,Silver,1,1,10,2022-04-16,2023-06-18,1
221,customer221@example.com,Vũ Trung,Nam,1969,50-59,Người nổi tiếng,Bình Dương,Việt Nam,Silver,1,1,10,2023-03-10,2024-01-29,1
222,customer222@example.com,Dương Mai,Nữ,1980,40-49,Luật sư,Hà Nội,Việt Nam,Gold,3,1,1,2022-05-20,2023-11-05,1
223,customer223@example.com,Hoàng Anh,Nam,1985,30-39,Doanh nhân,Hải Phòng,Việt Nam,Silver,4,1,2,2017-09-14,2024-05-26,1
224,customer224@example.com,Nguyễn Hải,Nam,1993,30-39,Chuyên gia tài chính,Hà Nội,Expat,Gold,3,1,9,2022-08-29,2023-06-26,1
225,customer225@example.com,Đỗ Hùng,Nam,1961,60+,Doanh nhân,Hà Nội,Việt Nam,Silver,4,1,9,2018-03-19,2024-10-05,1
226,customer226@example.com,Ngô Hằng,Nữ,1987,30-39,Giám đốc,TP HCM,Việt Nam,Silver,1,1,5,2015-11-20,2024-06-07,1
227,customer227@example.com,Phan Quang,Nam,1994,30-39,Giám đốc,Hà Nội,Việt Nam,Diamond,2,1,1,2017-09-28,2023-03-30,1
228,customer228@example.com,Đỗ Trung,Nam,1989,30-39,Doanh nhân,Hà Nội,Việt Nam,Platinum,1,1,1,2022-12-09,2023-05-21,1
229,customer229@example.com,Phan Thành,Nam,1991,30-39,Kiến trúc sư,Hà Nội,Việt Nam,Platinum,3,1,2,2015-05-01,2023-12-10,1
230,customer230@example.com,Trần Thảo,Nữ,1993,30-39,Giám đốc,TP HCM,Việt Nam,Silver,2,1,6,2016-10-06,2023-09-19,1
231,customer231@example.com,Ngô Thành,Nam,1974,50-59,Doanh nhân,Hà Nội,Expat,Silver,4,1,6,2019-04-18,2023-06-03,1
232,customer232@example.com,Dương Khánh,Nam,1995,25-29,Nhà đầu tư,Hà Nội,Việt Nam,Diamond,3,1,5,2015-11-16,2024-08-08,1
233,customer233@example.com,Phạm Việt,Nam,1971,50-59,Doanh nhân,Khánh Hòa,Việt Nam,Gold,3,1,5,2018-09-02,2023-03-30,1
234,customer234@example.com,Phạm Long,Nam,1983,40-49,Kiến trúc sư,Đà Nẵng,Việt Nam,Gold,4,1,4,2023-03-20,2024-07-13,1
235,customer235@example.com,Nguyễn Quang,Nam,1969,50-59,Doanh nhân,Hà Nội,Việt Nam,Platinum,1,1,6,2015-01-06,2024-11-04,1
236,customer236@example.com,Phạm Yến,Nữ,1966,50-59,Luật sư,TP HCM,Expat,Diamond,2,1,5,2016-01-17,2023-02-14,1
237,customer237@example.com,Đặng Trang,Nữ,1983,40-49,Giám đốc,TP HCM,Việt Nam,Gold,4,1,2,2021-08-21,2024-08-04,0
238,customer238@example.com,Hoàng Long,Nam,1975,40-49,Chuyên gia tài chính,Đồng Nai,Việt Nam,Platinum,3,1,6,2020-01-29,2023-10-06,1
239,customer239@example.com,Dương Việt,Nam,1968,50-59,Giám đốc,Hà Nội,Việt Nam,Gold,4,1,2,2021-01-04,2024-01-02,1
240,customer240@example.com,Hoàng Bình,Nam,1988,30-39,Kiến trúc sư,Bình Dương,Việt Nam,Platinum,3,1,10,2015-06-15,2023-08-09,1
241,customer241@example.com,Trần Trang,Nữ,1969,50-59,Luật sư,Khánh Hòa,Việt Nam,Silver,3,1,5,2016-12-13,2023-02-01,1
242,customer242@example.com,Ngô Yến,Nữ,1995,25-29,Luật sư,Hà Nội,Việt Nam,Platinum,1,1,1,2015-09-10,2023-08-16,1
243,customer243@example.com,Hồ Ánh,Nữ,1983,40-49,Giám đốc,TP HCM,Việt Nam,Platinum,1,1,2,2017-03-20,2024-10-23,1
244,customer244@example.com,Dương Hải,Nam,1965,50-59,Giám đốc,Hà Nội,Việt Nam,Silver,4,1,7,2020-07-25,2023-01-31,1
245,customer245@example.com,Phan Linh,Nữ,1971,50-59,Bác sĩ,Hà Nội,Việt Nam,Silver,2,1,5,2020-08-05,2024-02-26,1
246,customer246@example.com,Trần Thảo,Nữ,1963,60+,Nhà đầu tư,Hà Nội,Việt Nam,Diamond,2,1,9,2015-03-21,2024-01-27,1
247,customer247@example.com,Bùi Ngọc,Nữ,1990,30-39,Người nổi tiếng,TP HCM,Việt Nam,Silver,3,1,3,2015-04-17,2023-11-23,1
248,customer248@example.com,Nguyễn Việt,Nam,1977,40-49,Người nổi tiếng,TP HCM,Việt Nam,Diamond,2,1,2,2017-10-12,2024-11-03,1
249,customer249@example.com,Đỗ Việt,Nam,1974,50-59,Nhà đầu tư,TP HCM,Việt Nam,Platinum,2,1,4,2021-08-23,2023-11-22,1
250,customer250@example.com,Nguyễn Trang,Nữ,1997,25-29,Chuyên gia tài chính,Khánh Hòa,Việt Nam,Gold,2,1,8,2021-01-29,2023-11-13,1
251,customer251@example.com,Nguyễn Đức,Nam,1965,50-59,Luật sư,Hà Nội,Việt Nam,Silver,2,1,3,2018-10-27,2023-07-01,1
252,customer252@example.com,Nguyễn Mai,Nữ,1963,60+,Bác sĩ,Đà Nẵng,Việt Nam,Platinum,1,1,6,2022-11-25,2024-11-09,1
253,customer253@example.com,Hoàng Hải,Nam,1981,40-49,Bác sĩ,Quảng Ninh,Việt Nam,Gold,4,1,6,2016-12-14,2024-12-25,1
254,customer254@example.com,Hồ Phương,Nữ,1974,50-59,Bác sĩ,TP HCM,Việt Nam,Silver,2,1,1,2022-11-15,2024-08-09,1
255,customer255@example.com,Đỗ Hải,Nam,1971,50-59,Luật sư,TP HCM,Việt Nam,Gold,3,1,2,2017-09-01,2023-12-22,1
256,customer256@example.com,Ngô Anh,Nam,1965,50-59,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,1,1,6,2017-11-17,2023-04-21,1
257,customer257@example.com,Đặng Khánh,Nam,1984,40-49,Nhà đầu tư,Khánh Hòa,Expat,Gold,4,1,6,2021-02-14,2024-01-20,1
258,customer258@example.com,Hồ Ngọc,Nữ,1996,25-29,Luật sư,Hà Nội,Việt Nam,Platinum,3,1,1,2018-07-29,2023-09-25,1
259,customer259@example.com,Lê Quang,Nam,1981,40-49,Bác sĩ,Đà Nẵng,Việt Nam,Diamond,1,1,6,2021-08-30,2024-09-20,1
260,customer260@example.com,Hồ Tuấn,Nam,1987,30-39,Nhà đầu tư,Hà Nội,Việt Nam,Silver,2,1,7,2022-10-26,2024-07-21,1
261,customer261@example.com,Hoàng Linh,Nữ,1978,40-49,Giám đốc,Hà Nội,Việt Nam,Platinum,2,1,1,2019-01-17,2023-01-04,1
262,customer262@example.com,Đặng Linh,Nữ,1998,25-29,Giám đốc,Hà Nội,Việt Nam,Silver,1,1,8,2016-04-18,2023-11-12,1
263,customer263@example.com,Hồ Thảo,Nữ,1991,30-39,Giám đốc,TP HCM,Việt Nam,Gold,4,1,6,2017-02-03,2024-04-01,0
264,customer264@example.com,Hoàng Linh,Nữ,1989,30-39,Kiến trúc sư,TP HCM,Việt Nam,Platinum,1,1,2,2022-06-29,2023-12-19,1
265,customer265@example.com,Phạm Yến,Nữ,1997,25-29,Doanh nhân,Bình Dương,Việt Nam,Gold,4,1,10,2017-08-23,2024-05-02,1
266,customer266@example.com,Bùi Phương,Nữ,1962,60+,Bác sĩ,Hà Nội,Việt Nam,Silver,2,1,4,2017-02-28,2023-05-10,0
267,customer267@example.com,Phạm Anh,Nam,1987,30-39,Bác sĩ,Hải Phòng,Việt Nam,Diamond,1,1,2,2019-05-09,2024-07-23,1
268,customer268@example.com,Bùi Thu,Nữ,1977,40-49,Doanh nhân,Hải Phòng,Việt Nam,Gold,4,1,2,2019-08-25,2023-06-03,1
269,customer269@example.com,Đỗ Việt,Nam,1966,50-59,Giám đốc,Hải Phòng,Expat,Diamond,4,1,5,2019-04-18,2024-11-01,1
270,customer270@example.com,Lê Thảo,Nữ,1962,60+,Nhà đầu tư,Hà Nội,Việt Nam,Platinum,1,1,7,2018-09-19,2024-12-08,1
271,customer271@example.com,Phan Lan,Nữ,1977,40-49,Chuyên gia tài chính,Hải Phòng,Việt Nam,Silver,4,1,2,2017-07-22,2023-05-18,1
272,customer272@example.com,Hoàng Trang,Nữ,1980,40-49,Nhà đầu tư,TP HCM,Việt Nam,Gold,4,1,8,2020-10-16,2024-01-18,1
273,customer273@example.com,Hoàng Khánh,Nam,1964,60+,Nhà đầu tư,Hà Nội,Expat,Diamond,1,1,3,2017-02-28,2023-07-25,1
274,customer274@example.com,Đặng Minh,Nam,1962,60+,Chuyên gia tài chính,Đà Nẵng,Việt Nam,Platinum,4,1,2,2022-08-22,2023-02-01,1
275,customer275@example.com,Đặng Mai,Nữ,1998,25-29,Người nổi tiếng,TP HCM,Việt Nam,Silver,3,1,2,2018-03-13,2023-01-29,1
276,customer276@example.com,Dương Đức,Nam,1996,25-29,Luật sư,TP HCM,Việt Nam,Silver,4,1,9,2015-03-24,2024-11-29,0
277,customer277@example.com,Đỗ Việt,Nam,1971,50-59,Doanh nhân,Hà Nội,Việt Nam,Diamond,3,1,7,2019-03-23,2023-12-24,1
278,customer278@example.com,Hoàng Anh,Nam,1989,30-39,Nhà đầu tư,TP HCM,Việt Nam,Diamond,3,1,9,2022-04-05,2024-08-31,1
279,customer279@example.com,Đặng Hoa,Nữ,1966,50-59,Chuyên gia tài chính,Quảng Ninh,Việt Nam,Platinum,3,1,5,2017-02-10,2023-06-03,1
280,customer280@example.com,Dương Việt,Nam,1963,60+,Nhà đầu tư,TP HCM,Việt Nam,Platinum,4,1,5,2017-11-28,2024-03-04,1
281,customer281@example.com,Ngô Trung,Nam,1997,25-29,Luật sư,TP HCM,Việt Nam,Platinum,4,1,6,2020-09-08,2023-11-04,1
282,customer282@example.com,Trần Bình,Nam,1978,40-49,Bác sĩ,Đà Nẵng,Việt Nam,Gold,2,1,6,2022-05-04,2023-04-02,1
283,customer283@example.com,Vũ Việt,Nam,1979,40-49,Chuyên gia tài chính,TP HCM,Việt Nam,Gold,1,1,8,2015-08-08,2024-10-11,1
284,customer284@example.com,Phạm Thành,Nam,1990,30-39,Giám đốc,Bình Dương,Việt Nam,Silver,1,1,3,2016-07-16,2023-07-25,1
285,customer285@example.com,Phan Hà,Nữ,1969,50-59,Bác sĩ,Đà Nẵng,Việt Nam,Gold,2,1,6,2022-02-11,2023-03-01,0
286,customer286@example.com,Dương Ngọc,Nữ,1973,50-59,Bác sĩ,TP HCM,Việt Nam,Platinum,1,1,3,2021-11-21,2024-03-20,1
287,customer287@example.com,Đặng Hằng,Nữ,1987,30-39,Doanh nhân,Hà Nội,Việt Nam,Gold,1,1,6,2023-06-28,2024-06-27,1
288,customer288@example.com,Phạm Khánh,Nam,1975,40-49,Chuyên gia tài chính,Hà Nội,Việt Nam,Gold,3,1,3,2015-09-25,2023-02-16,1
289,customer289@example.com,Ngô Yến,Nữ,1989,30-39,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,4,1,6,2023-05-31,2023-07-12,1
290,customer290@example.com,Phạm Linh,Nữ,1961,60+,Bác sĩ,Hà Nội,Việt Nam,Gold,1,1,6,2022-12-22,2024-10-28,1
291,customer291@example.com,Dương Yến,Nữ,1976,40-49,Doanh nhân,TP HCM,Việt Nam,Silver,1,1,1,2022-09-26,2023-04-29,1
292,customer292@example.com,Bùi Thảo,Nữ,1967,50-59,Người nổi tiếng,Đà Nẵng,Việt Nam,Platinum,1,1,5,2019-09-20,2024-11-08,1
293,customer293@example.com,Ngô Mai,Nữ,1998,25-29,Nhà đầu tư,Hải Phòng,Việt Nam,Platinum,1,1,5,2016-04-11,2023-04-19,1
294,customer294@example.com,Bùi Đức,Nam,1976,40-49,Chuyên gia tài chính,Đà Nẵng,Việt Nam,Silver,4,1,4,2022-09-19,2024-05-07,1
295,customer295@example.com,Hồ Hùng,Nam,1960,60+,Giám đốc,Hải Phòng,Việt Nam,Silver,1,1,9,2015-11-04,2023-04-14,1
296,customer296@example.com,Hoàng Long,Nam,1989,30-39,Người nổi tiếng,Hà Nội,Việt Nam,Diamond,3,1,6,2022-08-04,2023-11-17,1
297,customer297@example.com,Dương Minh,Nam,1966,50-59,Doanh nhân,Bình Dương,Việt Nam,Silver,3,1,8,2021-12-21,2023-10-02,1
298,customer298@example.com,Phan Tuấn,Nam,1983,40-49,Giám đốc,TP HCM,Expat,Silver,4,1,8,2019-09-24,2024-10-26,1
299,customer299@example.com,Lê Khánh,Nam,1967,50-59,Doanh nhân,Quảng Ninh,Việt Nam,Silver,4,1,10,2022-08-10,2024-03-24,1
300,customer300@example.com,Đỗ Lan,Nữ,1982,40-49,Bác sĩ,TP HCM,Việt Nam,Diamond,4,1,1,2015-09-17,2023-09-25,1
301,customer301@example.com,Dương Khánh,Nam,1993,30-39,Luật sư,Quảng Ninh,Việt Nam,Silver,1,1,7,2022-06-03,2023-09-12,1
302,customer302@example.com,Bùi Phương,Nữ,1969,50-59,Doanh nhân,Hà Nội,Expat,Gold,4,1,8,2016-11-08,2023-03-18,1
303,customer303@example.com,Phan Thảo,Nữ,1975,40-49,Doanh nhân,TP HCM,Việt Nam,Gold,2,1,2,2020-02-24,2024-03-30,1
304,customer304@example.com,Đặng Thu,Nữ,1965,50-59,Chuyên gia tài chính,Hà Nội,Việt Nam,Platinum,1,1,7,2019-08-16,2023-02-06,1
305,customer305@example.com,Dương Trung,Nam,1965,50-59,Kiến trúc sư,Đồng Nai,Việt Nam,Platinum,4,1,6,2019-01-28,2023-02-25,1
306,customer306@example.com,Bùi Ngọc,Nữ,1981,40-49,Người nổi tiếng,Đà Nẵng,Việt Nam,Gold,1,1,4,2015-01-09,2023-12-16,1
307,customer307@example.com,Bùi Nga,Nữ,1995,25-29,Giám đốc,Hà Nội,Việt Nam,Silver,4,1,2,2017-11-07,2024-09-17,1
308,customer308@example.com,Phạm Bình,Nam,1985,30-39,Luật sư,Đà Nẵng,Việt Nam,Gold,1,1,8,2020-02-17,2024-11-05,1
309,customer309@example.com,Nguyễn Thành,Nam,1991,30-39,Doanh nhân,TP HCM,Việt Nam,Gold,2,1,10,2016-12-12,2023-05-12,1
310,customer310@example.com,Vũ Hằng,Nữ,1992,30-39,Luật sư,Hà Nội,Expat,Diamond,4,1,3,2016-07-19,2024-02-27,1
311,customer311@example.com,Phan Trang,Nữ,1995,25-29,Luật sư,Hà Nội,Việt Nam,Silver,3,1,3,2022-12-19,2024-10-27,1
312,customer312@example.com,Bùi Khánh,Nam,1992,30-39,Chuyên gia tài chính,Đà Nẵng,Việt Nam,Gold,4,1,9,2018-03-17,2024-03-08,1
313,customer313@example.com,Vũ Tuấn,Nam,1961,60+,Doanh nhân,TP HCM,Việt Nam,Platinum,2,1,5,2022-08-31,2023-09-14,1
314,customer314@example.com,Phạm Việt,Nam,1978,40-49,Doanh nhân,TP HCM,Việt Nam,Gold,2,1,9,2019-05-12,2023-09-01,1
315,customer315@example.com,Vũ Hằng,Nữ,1963,60+,Nhà đầu tư,Khánh Hòa,Expat,Silver,1,1,1,2023-05-05,2023-09-15,1
316,customer316@example.com,Hồ Trang,Nữ,1974,50-59,Chuyên gia tài chính,Đà Nẵng,Việt Nam,Gold,2,1,5,2020-01-13,2023-07-01,1
317,customer317@example.com,Lê Khánh,Nam,1971,50-59,Giám đốc,TP HCM,Việt Nam,Gold,2,1,3,2021-07-20,2023-09-19,0
318,customer318@example.com,Nguyễn Mai,Nữ,1969,50-59,Chuyên gia tài chính,TP HCM,Việt Nam,Gold,3,1,8,2021-06-03,2024-07-17,1
319,customer319@example.com,Phạm Mai,Nữ,1993,30-39,Giám đốc,Hải Phòng,Việt Nam,Gold,4,1,2,2018-12-02,2023-08-15,1
320,customer320@example.com,Phan Thảo,Nữ,1981,40-49,Luật sư,Khánh Hòa,Việt Nam,Gold,1,1,2,2022-07-02,2023-12-21,1
321,customer321@example.com,Hồ Hải,Nam,1962,60+,Nhà đầu tư,Đồng Nai,Expat,Gold,3,1,1,2020-10-18,2024-01-19,1
322,customer322@example.com,Nguyễn Thảo,Nữ,1991,30-39,Luật sư,TP HCM,Việt Nam,Silver,1,1,2,2017-05-13,2024-11-17,1
323,customer323@example.com,Trần Đức,Nam,1987,30-39,Nhà đầu tư,TP HCM,Expat,Platinum,2,1,1,2020-02-24,2023-12-06,0
324,customer324@example.com,Lê Việt,Nam,1963,60+,Kiến trúc sư,TP HCM,Việt Nam,Silver,3,1,7,2019-05-09,2024-04-06,1
325,customer325@example.com,Nguyễn Hằng,Nữ,1980,40-49,Giám đốc,TP HCM,Việt Nam,Gold,1,1,2,2019-01-05,2024-05-29,1
326,customer326@example.com,Trần Thảo,Nữ,1998,25-29,Người nổi tiếng,TP HCM,Việt Nam,Silver,2,1,9,2017-06-19,2023-05-20,1
327,customer327@example.com,Hoàng Ánh,Nữ,1969,50-59,Chuyên gia tài chính,Khánh Hòa,Việt Nam,Diamond,2,1,2,2015-06-21,2023-01-06,1
328,customer328@example.com,Bùi Hoa,Nữ,1994,30-39,Kiến trúc sư,Hà Nội,Việt Nam,Platinum,2,1,7,2022-03-30,2024-06-08,1
329,customer329@example.com,Đỗ Long,Nam,1974,50-59,Luật sư,Hà Nội,Việt Nam,Gold,1,1,9,2020-03-04,2024-10-22,1
330,customer330@example.com,Hoàng Hoa,Nữ,1964,60+,Luật sư,Đà Nẵng,Việt Nam,Silver,2,1,4,2016-02-14,2023-10-19,1
331,customer331@example.com,Đặng Bình,Nam,1980,40-49,Chuyên gia tài chính,TP HCM,Việt Nam,Gold,3,1,6,2019-10-21,2023-06-22,0
332,customer332@example.com,Ngô Khánh,Nam,1974,50-59,Nhà đầu tư,Hà Nội,Việt Nam,Platinum,3,1,8,2020-03-10,2024-04-01,1
333,customer333@example.com,Bùi Hoa,Nữ,1991,30-39,Bác sĩ,TP HCM,Việt Nam,Silver,2,1,9,2017-03-15,2023-09-27,1
334,customer334@example.com,Nguyễn Thành,Nam,1964,60+,Doanh nhân,Hải Phòng,Việt Nam,Platinum,2,1,1,2021-03-09,2023-09-24,1
335,customer335@example.com,Phan Hằng,Nữ,1969,50-59,Luật sư,Đồng Nai,Việt Nam,Platinum,2,1,8,2020-08-14,2024-06-06,1
336,customer336@example.com,Nguyễn Ánh,Nữ,1992,30-39,Luật sư,Bình Dương,Việt Nam,Gold,2,1,9,2016-07-28,2024-04-01,1
337,customer337@example.com,Phan Minh,Nam,1990,30-39,Luật sư,Đà Nẵng,Việt Nam,Silver,2,1,1,2022-07-01,2023-07-31,1
338,customer338@example.com,Đặng Thu,Nữ,1984,40-49,Doanh nhân,Hà Nội,Việt Nam,Silver,3,1,5,2021-06-28,2024-07-11,1
339,customer339@example.com,Phan Phương,Nữ,1984,40-49,Giám đốc,TP HCM,Việt Nam,Diamond,4,1,6,2018-11-14,2024-05-13,1
340,customer340@example.com,Lê Bình,Nam,1992,30-39,Bác sĩ,Hà Nội,Việt Nam,Silver,2,1,3,2016-10-06,2024-01-06,1
341,customer341@example.com,Vũ Việt,Nam,1974,50-59,Chuyên gia tài chính,Đà Nẵng,Việt Nam,Gold,2,1,10,2016-10-22,2024-10-24,1
342,customer342@example.com,Nguyễn Tuấn,Nam,1975,40-49,Bác sĩ,Hà Nội,Việt Nam,Diamond,2,1,1,2016-11-12,2023-09-22,1
343,customer343@example.com,Đỗ Ánh,Nữ,1998,25-29,Doanh nhân,Bình Dương,Việt Nam,Platinum,1,1,4,2020-01-14,2024-09-13,1
344,customer344@example.com,Phạm Hà,Nữ,1970,50-59,Nhà đầu tư,TP HCM,Việt Nam,Platinum,2,1,10,2022-05-25,2024-06-07,1
345,customer345@example.com,Đỗ Phương,Nữ,1989,30-39,Giám đốc,Hà Nội,Việt Nam,Silver,2,1,9,2020-08-27,2024-12-01,1
346,customer346@example.com,Trần Tuấn,Nam,1998,25-29,Người nổi tiếng,Đồng Nai,Việt Nam,Diamond,1,1,2,2020-05-29,2024-11-06,1
347,customer347@example.com,Bùi Quang,Nam,1987,30-39,Chuyên gia tài chính,Bình Dương,Việt Nam,Gold,4,1,7,2018-12-06,2024-08-26,1
348,customer348@example.com,Lê Long,Nam,1987,30-39,Người nổi tiếng,Đà Nẵng,Expat,Silver,4,1,5,2017-02-13,2023-01-06,1
349,customer349@example.com,Bùi Hùng,Nam,1996,25-29,Doanh nhân,TP HCM,Việt Nam,Platinum,4,1,6,2016-03-12,2023-06-08,1
350,customer350@example.com,Bùi Hằng,Nữ,1976,40-49,Chuyên gia tài chính,TP HCM,Expat,Gold,2,1,7,2021-03-11,2024-07-24,1
351,customer351@example.com,Bùi Thu,Nữ,1995,25-29,Kiến trúc sư,Quảng Ninh,Việt Nam,Platinum,4,1,3,2022-05-24,2023-05-02,1
352,customer352@example.com,Trần Linh,Nữ,1970,50-59,Nhà đầu tư,Hải Phòng,Việt Nam,Gold,1,1,3,2019-05-13,2024-10-13,0
353,customer353@example.com,Đặng Trung,Nam,1969,50-59,Nhà đầu tư,Hà Nội,Việt Nam,Gold,1,1,7,2019-06-30,2024-09-20,1
